what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300900004911
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300900010172
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300900019176
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300900681576
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300900684758
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300900699704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901066904
started,bundle,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui",1300901070121
started,bundle,org.eclipse.wst.sse.ui,1.2.3.v201102102045,"org.eclipse.wst.sse.ui",1300901070197
started,bundle,org.eclipse.wst.common.uriresolver,1.1.401.v201004280700,"org.eclipse.wst.common.uriresolver",1300901071318
started,bundle,org.eclipse.wst.validation,1.2.201.v201101270100,"org.eclipse.wst.validation",1300901071999
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1300901072084
started,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1300901072342
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1300901072471
opened,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1300901072662
activated,editor,org.eclipse.wst.xml.ui,1.1.103.v201101122108,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1300901073132
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901073154
started,bundle,org.eclipse.wst.common.frameworks,1.2.0.v201003040800,"org.eclipse.wst.common.frameworks",1300901073167
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1300901074548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901076603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901077262
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901079572
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901081759
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901084604
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300901084671
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1300901090132
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901098043
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901106330
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901118047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300901132195
