what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1300915416008
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300915423974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300915425133
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300915426097
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300915435202
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1300915437669
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300915439690
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300915444307
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1300915444860
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300915445739
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1300915449569
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1300915453239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300915470525
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300915472124
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300915498413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300915501660
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1300915503516
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300915712281
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300915769431
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300915782320
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300915783821
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916068529
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300916086790
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300916086974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1300916087142
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300916088392
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916131204
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916132730
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300916156179
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300916162726
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1300916169098
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1300916169543
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1300916169761
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.deletePreviousWord",1300916170178
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300916173325
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916174123
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916258081
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916259719
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916267893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916270717
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916275058
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300916293982
