what,kind,bundleId,bundleVersion,description,time
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1300896667128
java.specification.name,sysinfo,,,"Java Platform API Specification",1300896667128
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1300896667128
java.specification.version,sysinfo,,,"1.6",1300896667128
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1300896667128
java.version,sysinfo,,,"1.6.0_20",1300896667128
java.vm.info,sysinfo,,,"mixed mode, sharing",1300896667128
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1300896667128
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1300896667128
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1300896667128
java.vm.specification.version,sysinfo,,,"1.0",1300896667128
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1300896667128
java.vm.version,sysinfo,,,"16.3-b01",1300896667128
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1300896669328
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300896673936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300896676732
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300896977140
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300896983568
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1300897004768
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1300897004770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897004844
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897006192
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897081211
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1300897084452
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1300897084462
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1300897084980
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1300897084999
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897087574
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897097824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897103803
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1300897141873
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897143047
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300897144764
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300897144956
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897145216
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1300897145319
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897151467
activated,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1300897154884
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897160622
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897165448
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897175807
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897202936
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897205332
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897207482
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897209333
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897255591
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300897257122
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897259987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897278585
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300897278609
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300897278612
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1300897291534
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1300897296669
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897306910
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897308561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897310952
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897314292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897320417
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897336725
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897337424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897345258
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300897346258
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898286020
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898287220
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898366298
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898380856
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898403085
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898407723
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898407930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898409644
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898410422
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898410799
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898531242
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898531742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898619014
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300898619057
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898622621
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898729556
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898731789
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898740142
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898747803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898808073
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898810809
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898812571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1300898815844
started,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1300898815915
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300898816320
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1300898817039
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300898821788
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898825082
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898828652
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898828761
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898836127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898836573
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898878567
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300898881897
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898888302
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898890365
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898890424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898892274
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898892519
started,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1300898995201
started,bundle,org.eclipse.help.ui,3.5.3.r36_20101116,"org.eclipse.help.ui",1300898995247
started,bundle,org.eclipse.ui.cheatsheets,3.4.0.v20100427,"org.eclipse.ui.cheatsheets",1300898995681
started,bundle,org.eclipse.ui.intro,3.4.0.v20100427,"org.eclipse.ui.intro",1300898995683
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300898996281
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300898997489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1300899000748
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1300899010582
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300899020473
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899021360
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899022454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899022927
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899022983
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899024340
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899024571
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899048198
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: Socketserver",1300899048342
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1300899052212
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1300899052413
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1300899052689
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1300899052725
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1300899054537
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899056635
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1300899065864
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899070969
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899072380
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300899072396
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1300899072397
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899078321
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899102023
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1300899102081
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: Socketserver",1300899102595
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1300899103900
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899105927
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899124521
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899124727
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300899126303
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899130155
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899131686
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899133978
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300899135664
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899153123
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899154800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899155630
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300899156929
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899159759
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899162526
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899162687
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300899163746
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1300899166988
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899169302
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300899180154
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300899182676
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899184912
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899192004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899192274
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300899195013
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899202600
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899202760
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899202952
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899205488
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300899206333
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899208866
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899217253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899217539
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1300899219142
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899221886
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899226920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899227129
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899253074
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899253522
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1300899260090
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899268115
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1300899273237
